Input	Target
"Y si en todos los nin0s es eflò 
conven1entisim0, qúanto mas en
l0s Nobles, qüe han de àoometer 
hcchoſ grandes, para ïos quales coviéne féner perdido él miedo aï trabajo?
Pongase grande cüydado en
quc salgan müy 1nclinad0s à las
dos virtudé5 de Réïïgion, y Hònest1dad, qüc lan ámadòs loſ hazcn de
Dios, y de los hombrcſ; acuerdenleſ muy à mcnudó aqúéllà scnlenoia mémòrablc qúé dljó Senéoa:
Si supiesse, que ios Dio5cs no ïó
avián de ver, ni íos hombres ſàber, 
dexària de péeàr en él viclo de la
inoòntlnenoia, so1o por la vilezà
del."	"Y si en todos los niños es esto 
convenientisimo, quanto mas en
los Nobles, que han de acometer 
hechos grandes, para los quales coviene tener perdido el miedo al trabajo?
Pongase grande cuydado en
que salgan muy inclinados a las
dos virtudes de Religion, y Honestidad, que tan amados los hazen de
Dios, y de los hombres; acuerdenles muy a menudo aquella sentencia memorable que dixo Seneca:
Si supiesse, que los Dioses no lo
avian de ver, ni los hombres saber, 
dexaria de pecar en el vicio de la
incontinencia, solo por la vileza
del."
"Con este faltan a Di0s, y á sus
àlmas, ponen en pe11gro sús vidaf y
salúd, destruyen la reputacion y haziendaf, hazense brülòs, y de oíegos entendimientós, sïcñdo conti
ñuo escándalo de las Repub1icaf; y 
ássi se dcbe cuydar much0 de ápartar 15o mòzos de tales ocasiones, 
preservandolos jüntamente de otros vicios, que desde la niñez 
suclen echar muy hondas rayzeſ, 
uno dellos es el jüego, como dize
Scnecà es de la propiedad del pc
rro rabioso, que si una véz múérde, dura en el mordidó la rabia foda lá vida; y lo qüé importa menós, cs el dinero que áveñturan a
perder, pues lós vicios qüe a1ll sc
cobrán deveñ mucho tcmersc: eï
otr0 es mentir, falta tañ grave, y
mas cn personas Nobles, que 5ol0
por eïïá determino el Emperador
Marco Aurelio privar del Imperio
a Commodo su hijo (aüñque nó ío
consiguio, por faltàrle én tíerna
edad otro virtüóso, en quien tenia
puestas su esperazas, y Móñarquia)
Efte Priñcipé, muy mayór por su
virtud y sabidur1a, que por ser cabezà dél mundo, aviendo con gran
dcsuelo escogido éntrc muchos ios
Maestros para el Principe Cómmodò, lcs d1xo aí tiempó de entrcgarscle, las palabras que yo quiero 
pór los mios hàziendolas propias
rcferir aquí: Tened en mucho, dize, lo que yo 0s encomiendo, quc
enseñar loſ que han de governar
én 1a tierrà, cs exeroitar ei oficio de 
las Deidàdes del Cieío, pues rigeñ
al que ha dé regir, dootrinan al qúe 
ha de docfrinar, corrigen al que ha
de corregir, y mandan al qué a muchos ha de mandar."	"Con este faltan a Dios, y a sus
almas, ponen en peligro sus vidas y
salud, destruyen la reputacion y haziendas, hazense brutos, y de ciegos entendimientos, siendo conti
nuo escandalo de las Republicas; y 
assi se debe cuydar mucho de apartar los mozos de tales ocasiones, 
preservandolos juntamente de otros vicios, que desde la niñez 
suelen echar muy hondas rayzes, 
uno dellos es el juego, como dize
Seneca es de la propiedad del pe
rro rabioso, que si una vez muerde, dura en el mordido la rabia toda la vida; y lo que importa menos, es el dinero que aventuran a
perder, pues los vicios que alli se
cobran deven mucho temerse: el
otro es mentir, falta tan grave, y
mas en personas Nobles, que solo
por ella determino el Emperador
Marco Aurelio privar del Imperio
a Commodo su hijo (aunque no lo
consiguio, por faltarle en tierna
edad otro virtuoso, en quien tenia
puestas su esperazas, y Monarquia)
Este Principe, muy mayor por su
virtud y sabiduria, que por ser cabeza del mundo, aviendo con gran
desuelo escogido entre muchos los
Maestros para el Principe Commodo, les dixo al tiempo de entregarsele, las palabras que yo quiero 
por los mios haziendolas propias
referir aquí: Tened en mucho, dize, lo que yo os encomiendo, que
enseñar los que han de governar
en la tierra, es exercitar el oficio de 
las Deidades del Cielo, pues rigen
al que ha de regir, doctrinan al que 
ha de doctrinar, corrigen al que ha
de corregir, y mandan al que a muchos ha de mandar."
"Ec el Ayo de 
un Principe governalle de na,o, es
tandarte de exercito, guion de Reyes, atalaya de pueblos, guia de caminos, padre de huerfanos, esperanca de pobres, y tesoro de la Republica."	"Es el Ayo de 
un Principe governalle de nao, es
tandarte de exercito, guion de Reyes, atalaya de pueblos, guia de caminos, padre de huerfanos, esperanza de pobres, y tesoro de la Republica."
"Eneargo os mi honrá, pucs
ño tieñe cl padre muerto, sino 1á
qúe lc da con suf vírtüdes el hïijo
que le súcede; y miràd, que no ha
de dormir aquel de quien tañto sé
fia, que los generosos y savios, a la 
mayor coñfianza correspondeñ co
la máyor diligencia: no sól0 fráteys
de enseñaríe, sino principatmente
preservàrlc de los vic1os; considerad quan jufto es, qué el viñadero
pague los daños heeho5 en la viña
de qüe se encargo; y no lanfò le
enſeñeis sutlleza de palavras qúañto virtuosas obras, el temor de los 
Dioses, de los Fïíosofos la ciencia, 
de los antiguos la virlud, de los àneianos ei repòso, y dé todof los bue
nos lo buéño; Y protesto, que si este hijo no me salierc oomo dcseo, 
dello no mc séa hecho càrgo por 
los Dioses, ni por aquellos qüe le 
han dé comunicar, y subdítos a
quien ha de góvernar, pücs no esta
mas obligad0 et buen padre, qué a
déstetár a sús hijos del vioio y re
gato, y encomendarlos al Ayo virtuo"	"Encargo os mi honra, pues
no tiene el padre muerto, sino la
que le da con sus virtudes el hiijo
que le sucede; y mirad, que no ha
de dormir aquel de quien tanto se
fia, que los generosos y sabios, a la 
mayor confianza corresponden co
la mayor diligencia: no solo trateys
de enseñarle, sino principalmente
preservarle de los vicios; considerad quan justo es, que el viñadero
pague los daños hechos en la viña
de que se encargo; y no tanto le
enseñeis sutileza de palabras quanto virtuosas obras, el temor de los 
Dioses, de los Filosofos la ciencia, 
de los antiguos la virtud, de los ancianos el reposo, y de todos los bue
nos lo bueno; Y protesto, que si este hijo no me saliere como deseo, 
dello no me sea hecho cargo por 
los Dioses, ni por aquellos que le 
han de comunicar, y subditos a
quien ha de governar, pues no esta
mas obligado el buen padre, que a
destetar a sus hijos del vicio y re
galo, y encomendarlos al Ayo virtuoso."
"elalMuévé a gran làstima, qüe
hombre dé tal zclo no cónocícsse
cl unico, s0lo, y verdádéro Dios, 
que cs lo que en csta pïatica fc devc reprobár, con la qüal remafándo cí difcúrsó, les tràyg0 a là memoria to ma5 importañte, que és e1 
cargò gràñde dc sus cóncíenciaſ, y
cl prcm1o, o eástigo de Dlós, que
por infinitos éjemplos de la Efcriſúrá Sagrada y olros, hal1arañ puédén c5péràr scgún se p0rfàreñ en t.a
edueacion dc sus dio1pulot."	"Mueve a gran lastima, que
hombre de tal zelo no conociesse
el unico, solo, y verdadero Dios, 
que es lo que en esta platica se deve reprobar, con la qual rematando el discurso, les traygo a la memoria lo mas importante, que es el 
cargo grande de sus conciencias, y
el premio, o castigo de Dios, que
por infinitos exemplos de la Escritura Sagrada y otros, hallaran pueden esperar según se portaren en la
educacion de sus dicipulos."
"Y pára
esto lmporfara mucho el apreci0
de ia dignidad del Magisterio tan
calisicada con aver Dios emviado
a ios hombres hijos àdoptivos suyos, por Ayo, y Maestro a Chr1sto, como lo pondérá Clemente Alexandr1no."	"Y para
esto importara mucho el aprecio
de la dignidad del Magisterio tan
calificada con aver Dios embiado
a los hombres hijos adoptivos suyos, por Ayo, y Maestro a Christo, como lo pondera Clemente Alexandrino."
"EXHOR:TACION
a lòs Djs1pvt0s."	"EXHORTACION
a los Dicipulos."
"enDe poca importacia
seria hijos mios el 
desuelo de bues
tros padres, en
buscar Ayos, y
Maestros a quien 
se pueda fiar ta importate negocio
como vuestra educacion, sino po
neys en esto el rendimiento, dexando os con docilidad, y obediecia labrar dellos (para salir con los
excelentes realces de las virtudes)
y el trabajo sin el qual no se pueden aprender las ciencias, ni conseguir cosa de valor: tanto es lo que
os va en esto, que aunque tengays
sangre ilustre, no lo sereys verdaderamente, sino imitays las virtudes con que os la ganaron vuestros
antecessores; y pues el acamino escogido en la primera edad dura to
da la vida (como dize el Espiritu
Santo), sino aprendeys ellas en la niñez (tiempo en que se ha de tomar
el iugo) os quedareys para siempre
sin ellas, siendo como dixo aquel
Filosofo del noble que no la tiene,
espada de palo en vayna de oro, o
estatua vaciada del cubierta de diamantes, y llena de lodo en lo interior."	"De poca importacia
seria hijos mios el 
desuelo de vues
tros padres, en
buscar Ayos, y
Maestros a quien 
se pueda fiar ta importate negocio
como vuestra educacion, sino po
neys en esto el rendimiento, dexando os con docilidad, y obediecia labrar dellos (para salir con los
excelentes realces de las virtudes)
y el trabajo sin el qual no se pueden aprender las ciencias, ni conseguir cosa de valor: tanto es lo que
os va en esto, que aunque tengays
sangre ilustre, no lo sereys verdaderamente, sino imitays las virtudes con que os la ganaron vuestros
antecessores; y pues el acamino escogido en la primera edad dura to
da la vida (como dize el Espiritu
Santo), sino aprendeys ellas en la niñez (tiempo en que se ha de tomar
el iugo) os quedareys para siempre
sin ellas, siendo como dixo aquel
Filosofo del noble que no la tiene,
espada de palo en vayna de oro, o
estatua vaciada del cubierta de diamantes, y llena de lodo en lo interior."
"Es çosa ordinaria el represen
tar la naturaleza, y amor propio
(que mejor podiamos llamar odio)
jrandes dificultades en esta empressa; y de las tres mayores trata
re aquí: la primera contra lo que se
enseña: segunda, contra el que lo 
enseña; y mucho mas contra el mo
do, que es la sugecion, y tercera; 
las quales deseo allanaros, dando a
conocer al entendimiento, lo que
debe aceptar la voluntad, que son
lor dos brazos del alma tan necessarios para dar perfeccion a qualquiera obra."	"Es cosa ordinaria el represen
tar la naturaleza, y amor propio
(que mejor podiamos llamar odio)
grandes dificultades en esta empressa; y de las tres mayores trata
re aquí: la primera contra lo que se
enseña: segunda, contra el que lo 
enseña; y mucho mas contra el mo
do, que es la sugecion, y tercera; 
las quales deseo allanaros, dando a
conocer al entendimiento, lo que
debe aceptar la voluntad, que son
lor dos brazos del alma tan necessarios para dar perfeccion a qualquiera obra."
"Es pues lo qué aveys de áprendér, la virtud en prímér 1ugar, 1a
qual esfays mas ob1lgados a seguir
por ser Nobles, cuyof c0razones
oomo dixo Lampridi0 han de as
p1rar con generosidad a la5 mas súblimes empresa"	"Es pues lo que aveys de aprender, la virtud en primer lugar, la
qual estays mas obligados a seguir
por ser Nobles, cuyos corazones
como dixo Lampridio han de as
pirar con generosidad a las mas sublimes empresas."
"Dize Boécio: el
maor bien de la Nobleza, e5 obllgar a la la virtud; y en ofra parte: 
lòs hombref sin virtud no 5é han
de llamar absòlutàmente hombres, 
ñi àdmitir que tengan entidad y
5ér, pués les salta él mcjor, qüe es
el moraí, y la, semejañza de Dios."	"Dize Boecio: el
maor bien de la Nobleza, es obligar a la la virtud; y en otra parte: 
los hombres sin virtud no se han
de llamar absolutamente hombres, 
ni admitir que tengan entidad y
ser, pues les falta el mejor, que es
el moral, y la semejanza de Dios."
"Demostenes tan cónocjdo por su
eloquencia, dize: el justo es Novle, y al que no lo fuere, aunque
tenga padre mas esclarecido que 
si Iupiter le juzgare infame: y es asi, 
que la Nobleza por los ascendientes es bien ageno, y la que se adquiere por virtud es propio; por lo
qual sintio el Sabio Solon, que esta
hazia gran ventaja a la primera."	"Demostenes tan conocido por su
eloquencia, dize: el justo es Noble, y al que no lo fuere, aunque
tenga padre mas esclarecido que 
si Iupiter le juzgare infame: y es asi, 
que la Nobleza por los ascendientes es bien ageno, y la que se adquiere por virtud es propio; por lo
qual sintio el Sabio Solon, que esta
hazia gran ventaja a la primera."
"Ciceron nós dice, que ninguniá cosá ay tan digná de ser amadá como
la virtud, y virtuos0."	"Ciceron nos dize, que ninguna cosa ay tan digna de ser amada como
la virtud, y virtuoso."
"Aristoteles,
que io se le puede dar a la virtud
tanta honra cfomo eya merece."	"Aristoteles,
que no se le puede dar a la virtud
tanta honra como ella merece."
"Los 
F1lososoſ Estoícos, oomò refyere
San Aguſtin, tuuieroñ opinion, de
qúe nó abia otro blen én cí mundó sinio la Virtüd."	"Los 
Filosofos Estoicos, como refiere
San Agustin, tuvieron opinion, de
que no avia otro bien en el mundo sinio la Virtud."
"Al cóñtrariò como el mismo Aristoleles dixo a
Aléxandro Magno: el qúe se en
tregare a los deteyles, bolvïéndo
lás espaldas a la vírtvd, no tendrá
ótra gloria sino de imifador de los 
brutoſ; á lós quales dize muy bien
Boecio no avria razon para negárles ta bienaventüranza desta vida, 
su consïstiera como juzgan lo5 hom
bres ciegóf, en gozar l0s güſtos
della, pues cl emp1eó, y connato de
los animales, es siempre cn el cúmplimicnto dc sus bestiales apetito"	"Al contrario como el mismo Aristoteles dixo a
Alexandro Magno: el que se en
tregare a los deleytes, bolviendo
las espaldas a la virtud, no tendra
otra gloria sino de imitador de los 
brutos; a los quales dize muy bien
Boecio no avria razon para negarles la bienaventuranza desta vida, 
si consistiera como juzgan los hom
bres ciegos, en gozar los gustos
della, pues el empleo, y connato de
los animales, es siempre en el cumplimiento de sus bestiales apetitos."
"enConsiderar tambien quan poderosos son los buenos, como flacos 
los malos; estos sacan de todo, mal;
los otros de todo, bien; siempre e l 
birtuoso tiene premio y bienaventuranza, aun en los azares; el vicio 
castiga con infelicidad aun en los 
gustos, que como dixo el otro Filosofo, la sabiduria, salud, hermosura, riquezas, seniorio que el mundo llama bienes, son verdaderos
males en aquel a quien le falta virtud y aun lo es la misma vida, pues
de todo usa mal."	"Considerar tambien quan poderosos son los buenos, como flacos 
los malos; estos sacan de todo, mal;
los otros de todo, bien; siempre el 
virtuoso tiene premio y bienaventuranza, aun en los azares; el vicio 
castiga con infelicidad aun en los 
gustos, que como dixo el otro Filosofo, la sabiduria, salud, hermosura, riquezas, señorio que el mundo llama bienes, son verdaderos
males en aquel a quien le falta virtud y aun lo es la misma vida, pues
de todo usa mal."
"Y pará qúe avíendo pòr ïo dicho enlendído quan bieñ o5 esta 
aprender virtud, conozcáys si usàys
aprovechand0 en ella (aunque ésto 
solo ha de ser para coñfündiros, y
enmendar la negligeñcia con que 
en ello os haltarede5) pondre aqui
brévemente las senales que da Pïutarco, qaue todaſ son doctrlna ex
celente, y eoñtuſion dc los Catollcos ño quererla áprender, sabíendo tañ bien enfenarlá uñ Gent-ll."	"Y para que aviendo por lo dicho entendido quan bien os esta 
aprender virtud, conozcays si usays
aprovechando en ella (aunque esto 
solo ha de ser para confundiros, y
enmendar la negligencia con que 
en ello os hallaredes) pondre aquí
brevemente las señales que da Plutarco, que todas son doctrina ex
celente, y confusion de los Catolicos no quererla aprender, sabiendo tan bien enseñarla un Gentil."
deEi primer indicio do aprovcehar dise, ef fener amor a la virtud.	El primer indicio de aprovechar dize, es tener amor a la virtud.
"Y tac este andar siempre son
súdor en el camino della peleando
con losvicios."	"Y tras este andar siempre con
sudor en el camino della peleando
con los vicios."
"Hallar a mano la racon, qbe cosuele ll responda a toda contradicion y oposicion, pues la ha de aver
de muchos."	"Hallar a mano la razon, que cosuele y responda a toda contradicion y oposicion, pues la ha de aver
de muchos."
"Pacjencíà y coñslancía 5iñ perlurvarſe pòr eſso, con0rtándose a
quc ïóſ que ño 51gúen, ni apreciañ
là virtud, hà de vifuperár y perseguir à los que la àbrazàn."	"Paciencia y constancia sin perturbarse por esso, conortandose a
que los que no siguen, ni aprecian
la virtud, ha de vituperar y perseguir a los que la abrazan."
"Va benciendo, cl que haziendo
còtejo de los vici0s a las virtudes, 
se fortalece para pa5sar por las dificultades."	"Va venciendo, el que haziendo
cotejo de los vicios a las virtudes, 
se fortalece para passar por las dificultades."
"conbertir la doctrina qve se
oye, y lee, en 'exercicio."	"convertir la doctrina que se
oye, y lee, en exercicio."
Imitar tos ejémpios de los v1rtuoſos, huyendo de loſ vie1osos.	Imitar los exemplos de los virtuosos, huyendo de los viciosos.
"No qucrer aptau5o, ni ostentar 
en platieas ia virtud, ni en ellas eorregir oon inxuria a nadie."	"No querer aplauso, ni ostentar 
en platicas la virtud, ni en ellas corregir con injuria a nadie."
Menospreeïar los ddeléytcs.	Menospreciar los deleytes.
"Tener modest ia con verdad y 
llanec,a."	"Tener modestia con verdad y 
llaneza."
"Ser corrcgibles, y acepla de
bucnà gana la répreens1oñ."	"Ser corregibles, y aceptar de
buena gana la reprehension."
"Andar coñ cuydado ed :no dar
eñ nada mal exemp;lo."	"Andar con cuydado de no dar
en nada mal exemplo."
"Pagar coñ gracia los oprobios a
los enémígo5, y l1.evarlo5 con sevcr1dad"	"Pagar con gracia los oprobios a
los enemigos, y llevarlos con severidad."
Qve hacta 1os suenos seàn de çosaas honeſ,ta5 y virtuossas	Que hasta los sueños sean de cosaas honestas y virtuosas.
Conoser en si la5 p;assiones ensrenadas y svjetas a la razon.	Conocer en si las passiones enfrenadas y sujetas a la razon.
"Amar a lós virtuyosos, y no escàndá1ízarse de sús saítïllàs, que son
iunare5 en lá vírfud."	"Amar a los virtuosos, y no escandalizarse de sus faltillas, que son
lunares en la virtud."
Hallarsc con 'eoraz0n prebe	Hallarse con corazon preveni
